Category,Chapter,Sentence No,Matched Keyword,Sentence,Score
Short Quote (10–25 words),10,3946,length_match,"For rental during the offseason, it rents for only 1,000 a month.",1
Money Terms,10,3947,money,I had my money back in about three years.,2
Short Quote (10–25 words),10,3948,length_match,"Now I own this asset, which pumps money out for me, month in and month out.",1
Money Terms,10,3948,money,"Now I own this asset, which pumps money out for me, month in and month out.",2
Assets vs Liabilities,10,3948,asset,"Now I own this asset, which pumps money out for me, month in and month out.",3
Money Terms,10,3950,money,"Frequently, my broker calls and recommends I move a sizable amount of money into the stock of a company that he feels is just about to make a move that will add value to the stock, like announcing a new product.",2
Short Quote (10–25 words),10,3951,length_match,I will move my money in for a week to a month while the stock moves up.,1
Money Terms,10,3951,money,I will move my money in for a week to a month while the stock moves up.,2
Money Terms,10,3952,money,"Then I pull my initial dollar amount out, and stop worrying about the fluctuations of the market, because my initial money is back and ready to work on another asset.",2
Assets vs Liabilities,10,3952,asset,"Then I pull my initial dollar amount out, and stop worrying about the fluctuations of the market, because my initial money is back and ready to work on another asset.",3
Short Quote (10–25 words),10,3953,length_match,"So my money goes in, and then it comes out, and I own an asset that was technically free.",1
Money Terms,10,3953,money,"So my money goes in, and then it comes out, and I own an asset that was technically free.",2
Assets vs Liabilities,10,3953,asset,"So my money goes in, and then it comes out, and I own an asset that was technically free.",3
Short Quote (10–25 words),10,3954,length_match,"True, I have lost money on many occasions, but I only play with money I can afford to lose.",1
Money Terms,10,3954,money,"True, I have lost money on many occasions, but I only play with money I can afford to lose.",2
Investment Advice,10,3955,invest,"I would say, on an average 10 investments, I hit home runs on two or three, while five or six do nothing, and I lose on two or three.",3
Short Quote (10–25 words),10,3956,length_match,But I limit my losses to only the money I have in at that time.,1
Money Terms,10,3956,money,But I limit my losses to only the money I have in at that time.,2
Short Quote (10–25 words),10,3957,length_match,160 Rich Dad Poor Dad People who hate risk put their money in the bank.,1
Money Terms,10,3957,money,160 Rich Dad Poor Dad People who hate risk put their money in the bank.,2
Rich vs Poor Mindset,10,3957,Rich Dad Poor,160 Rich Dad Poor Dad People who hate risk put their money in the bank.,4
Fear & Risk,10,3957,risk,160 Rich Dad Poor Dad People who hate risk put their money in the bank.,2
Short Quote (10–25 words),10,3958,length_match,"In the long run, safe savings are better than no savings.",1
Short Quote (10–25 words),10,3959,length_match,"But it takes a long time to get your money back and, in most instances, you dont get anything for free with it.",1
Money Terms,10,3959,money,"But it takes a long time to get your money back and, in most instances, you dont get anything for free with it.",2
Investment Advice,10,3960,invest,"On every one of my investments, there must be an upside, something for freelike a condominium, a ministorage, a piece of free land, a house, stock shares, or an office building.",3
Short Quote (10–25 words),10,3961,length_match,"And there must be limited risk, or a lowrisk idea.",1
Fear & Risk,10,3961,risk,"And there must be limited risk, or a lowrisk idea.",2
Short Quote (10–25 words),10,3962,length_match,"There are books devoted entirely to this subject, so I will not talk about it here.",1
Short Quote (10–25 words),10,3963,length_match,"Ray Kroc, of McDonalds fame, sold hamburger franchises, not because he loved hamburgers, but because he wanted the real estate under the franchise for free.",1
Investment Advice,10,3964,invest,So wise investors must look at more than ROI.,3
Short Quote (10–25 words),10,3965,length_match,They look at the assets they get for free once they get their money back.,1
Money Terms,10,3965,money,They look at the assets they get for free once they get their money back.,2
Assets vs Liabilities,10,3965,assets,They look at the assets they get for free once they get their money back.,3
Short Quote (10–25 words),10,3968,length_match,Use assets to buy luxuries the power of focus A friends child has been developing a nasty habit of burning a hole in his pocket.,1
Assets vs Liabilities,10,3968,assets,Use assets to buy luxuries the power of focus A friends child has been developing a nasty habit of burning a hole in his pocket.,3
Short Quote (10–25 words),10,3970,length_match,The excuse All his friends parents gave their kids cars.,1
Short Quote (10–25 words),10,3971,length_match,The child wanted to go into his savings and use it for a down payment.,1
Short Quote (10–25 words),10,3972,length_match,That was when his father called me and then came to see me.,1
Short Quote (10–25 words),10,3973,length_match,"Do you think I should let him do it, or should I just buy him a car?",1
Short Quote (10–25 words),10,3974,length_match,"I answered, It might relieve the pressure in the short term, but what have you taught him in the long term?",1
Short Quote (10–25 words),10,3975,length_match,Can you use this desire to own a car and inspire your son to learn something?,1
Short Quote (10–25 words),10,3982,length_match,I told him to use my money instead of his college money.,1
Money Terms,10,3982,money,I told him to use my money instead of his college money.,2
Money Terms,10,3985,money,The money came with a hitch.,2
Short Quote (10–25 words),10,3986,length_match,161 Chapter Eight Getting Started So what was the hitch?,1
Money Terms,10,3988,CASHFLOW,"Well, first we played your CASHFLOW game.",2
Short Quote (10–25 words),10,3989,length_match,We then had a long discussion about the wise use of money.,1
Money Terms,10,3989,money,We then had a long discussion about the wise use of money.,2
Short Quote (10–25 words),10,3990,length_match,"After that, I gave him a subscription to the Wall Street Journal and a few books on the stock market.",1
Short Quote (10–25 words),10,3994,length_match,"I told him the 3,000 was his, but he could not directly buy a car with it.",1
Short Quote (10–25 words),10,3995,length_match,He could use it to find a stockbroker and buy and sell stocks.,1
Short Quote (10–25 words),10,3996,length_match,"Once he had made 6,000 with the 3,000, the money would be his for the car, and the 3,000 would go into his college fund.",1
Money Terms,10,3996,money,"Once he had made 6,000 with the 3,000, the money would be his for the car, and the 3,000 would go into his college fund.",2
Short Quote (10–25 words),10,3999,length_match,"Well, he got lucky early in his trading, but lost everything a few days later.",1
Short Quote (10–25 words),10,4001,length_match,"Today, I would say he is down 2,000, but his interest is up.",1
Short Quote (10–25 words),10,4002,length_match,"He has read all the books I bought him, and hes gone to the library to get more.",1
Short Quote (10–25 words),10,4003,length_match,"He reads the Wall Street Journal voraciously, watching for indicators.",1
Short Quote (10–25 words),10,4004,length_match,"Hes got only 1,000 left, but his interest and learning are skyhigh.",1
Business & Education,10,4004,learning,"Hes got only 1,000 left, but his interest and learning are skyhigh.",2
Short Quote (10–25 words),10,4005,length_match,"He knows that if he loses that money, he walks for two more years.",1
Money Terms,10,4005,money,"He knows that if he loses that money, he walks for two more years.",2
Short Quote (10–25 words),10,4007,length_match,"He even seems uninterested in getting a car, because hes found a game that is more fun.",1
Money Terms,10,4008,money,What happens if he loses all the money?,2
Short Quote (10–25 words),10,4011,length_match,Id rather have him lose everything now than wait till hes our age to risk losing everything.,1
Fear & Risk,10,4011,risk,Id rather have him lose everything now than wait till hes our age to risk losing everything.,2
Short Quote (10–25 words),10,4012,length_match,"And besides, that is the best 3,000 Ive ever spent on his education.",1
Business & Education,10,4012,education,"And besides, that is the best 3,000 Ive ever spent on his education.",2
Short Quote (10–25 words),10,4013,length_match,"What he is learning will serve him for life, and he seems to have gained a new respect for the power of money.",1
Money Terms,10,4013,money,"What he is learning will serve him for life, and he seems to have gained a new respect for the power of money.",2
Business & Education,10,4013,learning,"What he is learning will serve him for life, and he seems to have gained a new respect for the power of money.",2
Short Quote (10–25 words),10,4014,length_match,"As I said earlier, if a person cannot master the power of selfdiscipline, it is best not to try to get rich.",1
Money Terms,10,4015,money,"I say this because, although the process of developing cash flow from an asset column is easy in theory, whats hard is the mental fortitude to direct money to the correct use.",2
Assets vs Liabilities,10,4015,asset,"I say this because, although the process of developing cash flow from an asset column is easy in theory, whats hard is the mental fortitude to direct money to the correct use.",3
Short Quote (10–25 words),10,4016,length_match,"Due to external temptations, it is much easier in todays consumer world to simply blow money out the expense column.",1
Money Terms,10,4016,money,"Due to external temptations, it is much easier in todays consumer world to simply blow money out the expense column.",2
Short Quote (10–25 words),10,4017,length_match,"With weak mental fortitude, that money flows into the paths of least resistance.",1
Money Terms,10,4017,money,"With weak mental fortitude, that money flows into the paths of least resistance.",2
Short Quote (10–25 words),10,4019,length_match,The following example illustrates the financial intelligence needed to direct money to make more money.,1
Money Terms,10,4019,money,The following example illustrates the financial intelligence needed to direct money to make more money.,2
Rich vs Poor Mindset,10,4020,Rich Dad Poor,"162 Rich Dad Poor Dad If we give 100 people 10,000 at the start of the year, I believe that at the end of the year  80 would have nothing left.",4
Short Quote (10–25 words),10,4021,length_match,"In fact, many would have created greater debt by making a down payment on a new car, refrigerator, electronics, or a holiday.",1
Short Quote (10–25 words),10,4023,length_match,"Four would have increased it to 20,000 or into the millions.",1
Short Quote (10–25 words),10,4024,length_match,We go to school to learn a profession so we can work for money.,1
Money Terms,10,4024,money,We go to school to learn a profession so we can work for money.,2
Short Quote (10–25 words),10,4025,length_match,It is my opinion that its just as important to learn how to have money work for you.,1
Money Terms,10,4025,money,It is my opinion that its just as important to learn how to have money work for you.,2
Short Quote (10–25 words),10,4029,length_match,"When I wanted to buy a Porsche, the easy road would have been to call my banker and get a loan.",1
Short Quote (10–25 words),10,4030,length_match,"Instead of choosing to focus in the liability column, I chose to focus in the asset column.",1
Assets vs Liabilities,10,4030,liability,"Instead of choosing to focus in the liability column, I chose to focus in the asset column.",3
Short Quote (10–25 words),10,4031,length_match,"As a habit, I use my desire to consume to inspire and motivate my financial genius to invest.",1
Investment Advice,10,4031,invest,"As a habit, I use my desire to consume to inspire and motivate my financial genius to invest.",3
Short Quote (10–25 words),10,4032,length_match,"Too often today, we focus on borrowing money to get the things we want instead of focusing on creating money.",1
Money Terms,10,4032,money,"Too often today, we focus on borrowing money to get the things we want instead of focusing on creating money.",2
Short Quote (10–25 words),10,4033,length_match,"One is easier in the short term, but harder in the long term.",1
Short Quote (10–25 words),10,4034,length_match,"Its a bad habit that we as individuals, and as a nation, have gotten into.",1
Short Quote (10–25 words),10,4035,length_match,"Remember, the easy road often becomes hard, and the hard road often becomes easy.",1
Short Quote (10–25 words),10,4036,length_match,"The earlier you can train yourself and those you love to be masters of money, the better.",1
Money Terms,10,4036,money,"The earlier you can train yourself and those you love to be masters of money, the better.",2
Money Terms,10,4037,Money,Money is a powerful force.,2
Money Terms,10,4038,money,"Unfortunately, people use the power of money against themselves.",2
Short Quote (10–25 words),10,4039,length_match,"If your financial intelligence is low, money will run all over you.",1
Money Terms,10,4039,money,"If your financial intelligence is low, money will run all over you.",2
Short Quote (10–25 words),10,4041,length_match,"If money is smarter than you, you will work for it all your life.",1
Money Terms,10,4041,money,"If money is smarter than you, you will work for it all your life.",2
Short Quote (10–25 words),10,4042,length_match,"To be the master of money, you need to be smarter than it.",1
Money Terms,10,4042,money,"To be the master of money, you need to be smarter than it.",2
Money Terms,10,4043,money,Then money will do as it is told.,2
Short Quote (10–25 words),10,4045,length_match,"Instead of being a slave to it, you will be the master of it.",1
Short Quote (10–25 words),10,4048,length_match,"Choose heroes the power of myth When I was a kid, I greatly admired Willie Mays, Hank Aaron, and Yogi Berra.",1
Short Quote (10–25 words),10,4049,length_match,"They were my heroes, and I wanted to be just like them.",1
Short Quote (10–25 words),10,4051,length_match,"As a nineyearold kid, when I stepped up to bat or played first base or catcher, I wasnt me.",1
Short Quote (10–25 words),10,4053,length_match,"Its one of the most powerful ways we learn, and we often lose that as adults.",1
Short Quote (10–25 words),10,4055,length_match,"Today, I watch young kids playing basketball near my home.",1
Business & Education,10,4058,learning,Copying or emulating heroes is true power learning.,2
Wealth Building,10,4059,grow,I have new heroes as I grow older.,4
Short Quote (10–25 words),10,4060,length_match,I have golf heroes and I copy their swings and do my best to read everything I can about them.,1
Short Quote (10–25 words),10,4061,length_match,"I also have heroes such as Donald Trump, Warren Buffett, Peter Lynch, George Soros, and Jim Rogers.",1
Short Quote (10–25 words),10,4062,length_match,I know their stats just like I knew the ERAs and RBIs of my childhood baseball heroes.,1
Investment Advice,10,4063,invest,"I follow what Warren Buffett invests in, and I read anything I can about his point of view on the market and how he chooses stocks.",3
Short Quote (10–25 words),10,4064,length_match,"And I read about Donald Trump, trying to find out how he negotiates and puts deals together.",1
Short Quote (10–25 words),10,4066,length_match,"Or when analyzing a trend, I look at it as though Warren Buffet were doing it.",1
Short Quote (10–25 words),10,4067,length_match,"By having heroes, we tap into a tremendous source of raw genius.",1
Short Quote (10–25 words),10,4070,length_match,Making it look easy convinces us to want to be just like them.,1
Short Quote (10–25 words),10,4072,length_match,"When it comes to investing, too many people make it sound hard.",1
Investment Advice,10,4072,invest,"When it comes to investing, too many people make it sound hard.",3
Rich vs Poor Mindset,10,4074,Rich Dad Poor,164 Rich Dad Poor Dad 10.,4
Short Quote (10–25 words),10,4075,length_match,Teach and you shall receive the power of giving Both of my dads were teachers.,1
Business & Education,10,4075,Teach,Teach and you shall receive the power of giving Both of my dads were teachers.,2
Short Quote (10–25 words),10,4076,length_match,My rich dad taught me a lesson I have carried all my life the necessity of being charitable or giving.,1
Short Quote (10–25 words),10,4077,length_match,"My educated dad gave a lot of his time and knowledge, but almost never gave away money.",1
Money Terms,10,4077,money,"My educated dad gave a lot of his time and knowledge, but almost never gave away money.",2
Short Quote (10–25 words),10,4078,length_match,"He usually said that he would give when he had some extra money, but of course there was rarely any extra.",1
Money Terms,10,4078,money,"He usually said that he would give when he had some extra money, but of course there was rarely any extra.",2
Money Terms,10,4079,money,My rich dad gave money as well as education.,2
Business & Education,10,4079,education,My rich dad gave money as well as education.,2
Short Quote (10–25 words),10,4081,length_match,"If you want something, you first need to give, he would always say.",1
Short Quote (10–25 words),10,4082,length_match,"When he was short of money, he gave money to his church or to his favorite charity.",1
Money Terms,10,4082,money,"When he was short of money, he gave money to his church or to his favorite charity.",2
Short Quote (10–25 words),10,4083,length_match,"If I could leave one single idea with you, it is that idea.",1
Short Quote (10–25 words),10,4084,length_match,"Whenever you feel short or in need of something, give what you want first and it will come back in buckets.",1
Short Quote (10–25 words),10,4085,length_match,"That is true for money, a smile, love, or friendship.",1
Money Terms,10,4085,money,"That is true for money, a smile, love, or friendship.",2
Short Quote (10–25 words),10,4086,length_match,"I know it is often the last thing a person may want to do, but it has always worked for me.",1
Short Quote (10–25 words),10,4087,length_match,"I trust that the principle of reciprocity is true, and I give what I want.",1
Short Quote (10–25 words),10,4088,length_match,"I want money, so I give money, and it comes back in multiples.",1
Money Terms,10,4088,money,"I want money, so I give money, and it comes back in multiples.",2
Short Quote (10–25 words),10,4089,length_match,"I want sales, so I help someone else sell something, and sales come to me.",1
Short Quote (10–25 words),10,4090,length_match,"I want contacts, and I help someone else get contacts.",1
Short Quote (10–25 words),10,4092,length_match,"I heard a saying years ago that went God does not need to receive, but humans need to give.",1
Short Quote (10–25 words),10,4093,length_match,"My rich dad would often say, Poor people are more greedy than rich people.",1
Rich vs Poor Mindset,10,4093,"rich dad would often say, Poor","My rich dad would often say, Poor people are more greedy than rich people.",4
Short Quote (10–25 words),10,4094,length_match,"He would explain that if a person was rich, that person was providing something that other people wanted.",1
Money Terms,10,4095,money,"In my life, whenever I have felt needy or short of money or short of help, I simply went out or found in my heart what I wanted, and decided to give it first.",2
Short Quote (10–25 words),10,4097,length_match,"It reminds me of the story of the guy sitting with firewood in his arms on a cold, freezing night.",1
Short Quote (10–25 words),10,4098,length_match,"He is yelling at the potbellied stove, When you give me some heat, then Ill put some wood in you!",1
Short Quote (10–25 words),10,4099,length_match,"And when it comes to money, love, happiness, sales, and contacts, all one needs to remember is to give first.",1
Money Terms,10,4099,money,"And when it comes to money, love, happiness, sales, and contacts, all one needs to remember is to give first.",2
Mindset & Thinking,10,4100,thinking,"165 Chapter Eight Getting Started Often just the process of thinking of what I want, and how I could give that to someone else, breaks free a torrent of bounty.",3
Short Quote (10–25 words),10,4101,length_match,"Whenever I feel that people arent smiling at me, I simply begin smiling and saying hello.",1
Short Quote (10–25 words),10,4102,length_match,"Like magic, the next thing I know Im surrounded by smiling people.",1
Short Quote (10–25 words),10,4103,length_match,It is true that your world is only a mirror of you.,1
Short Quote (10–25 words),10,4104,length_match,"So thats why I say, Teach, and you shall receive.",1
Business & Education,10,4104,Teach,"So thats why I say, Teach, and you shall receive.",2
Short Quote (10–25 words),10,4105,length_match,"I have found that the more I teach those who want to learn, the more I learn.",1
Business & Education,10,4105,teach,"I have found that the more I teach those who want to learn, the more I learn.",2
Short Quote (10–25 words),10,4106,length_match,"If you want to learn about money, teach it to someone else.",1
Money Terms,10,4106,money,"If you want to learn about money, teach it to someone else.",2
Business & Education,10,4106,teach,"If you want to learn about money, teach it to someone else.",2
Short Quote (10–25 words),10,4107,length_match,A torrent of new ideas and finer distinctions will come in.,1
Short Quote (10–25 words),10,4108,length_match,"There are times when I have given and nothing has come back, or what I have received is not what I wanted.",1
Short Quote (10–25 words),10,4110,length_match,"My dad taught teachers, and he became a master teacher.",1
Business & Education,10,4110,teach,"My dad taught teachers, and he became a master teacher.",2
Short Quote (10–25 words),10,4111,length_match,My rich dad always taught young people his way of doing business.,1
Business & Education,10,4111,business,My rich dad always taught young people his way of doing business.,2
Short Quote (10–25 words),10,4112,length_match,"In retrospect, it was their generosity with what they knew that made them smarter.",1
Short Quote (10–25 words),10,4113,length_match,There are powers in this world that are much smarter than we are.,1
Short Quote (10–25 words),10,4114,length_match,"You can get there on your own, but its easier with the help of the powers that be.",1
Short Quote (10–25 words),10,4115,length_match,You only need to be generous with what you have.,1
Short Quote (10–25 words),10,4117,length_match,HERE ARE SOME TO DO'S Many people may not be satisfied with my 10 steps.,1
Short Quote (10–25 words),10,4119,length_match,I think understanding the philosophy is just as important as the action.,1
Short Quote (10–25 words),10,4120,length_match,"There are many people who want to do instead of think, and then there are people who think but do not do.",1
Short Quote (10–25 words),10,4125,length_match,"In other words, take a break and assess what is working and what is not working.",1
Short Quote (10–25 words),10,4126,length_match,The definition of insanity is doing the same thing over and over and expecting a different result.,1
Short Quote (10–25 words),10,4127,length_match,"Stop doing what is not working, and look for something new.",1
Short Quote (10–25 words),10,4129,length_match,"For new investing ideas, I go to bookstores and search for books on different and unique subjects.",1
Investment Advice,10,4129,invest,"For new investing ideas, I go to bookstores and search for books on different and unique subjects.",3
Short Quote (10–25 words),10,4131,length_match,I buy howto books on formulas I know nothing about.,1
Short Quote (10–25 words),10,4132,length_match,"For example, in the bookstore I found the book The 16 Percent Solution by Joel Moskowitz.",1
Short Quote (10–25 words),10,4133,length_match,"I bought the book and read it and the next Thursday, I did exactly as the book said.",1
Short Quote (10–25 words),10,4134,length_match,"Most people do not take action, or they let someone talk them out of whatever new formula they are studying.",1
Short Quote (10–25 words),10,4135,length_match,My neighbor told me why 16 percent would not work.,1
Short Quote (10–25 words),10,4136,length_match,I did not listen to him because hes never done it.,1
Short Quote (10–25 words),10,4137,length_match,167 Chapter Nine Here Are Some To Dos  Find someone who has done what you want to do.,1
Short Quote (10–25 words),10,4138,length_match,Take them to lunch and ask them for tips and tricks of the trade.,1
Short Quote (10–25 words),10,4139,length_match,"As for 16 percent taxlien certificates, I went to the county tax office and found the government employee who worked in that office.",1
Short Quote (10–25 words),10,4140,length_match,"I found out that she, too, invested in the tax liens.",1
Investment Advice,10,4140,invest,"I found out that she, too, invested in the tax liens.",3
Short Quote (10–25 words),10,4142,length_match,She was thrilled to tell me everything she knew and how to do it.,1
Short Quote (10–25 words),10,4144,length_match,"By the next day, I found two great properties with her help that have been accruing interest at 16 percent ever since.",1
Short Quote (10–25 words),10,4145,length_match,"It took a day to read the book, a day to take action, an hour for lunch, and a day to acquire two great deals.",1
Short Quote (10–25 words),10,4147,length_match,"I search newspapers and the Internet for new and interesting classes, many of which are free or inexpensive.",1
Short Quote (10–25 words),10,4148,length_match,I also attend and pay for expensive seminars on what I want to learn.,1
Short Quote (10–25 words),10,4149,length_match,I am wealthy and free from needing a job simply because of the courses I took.,1
Short Quote (10–25 words),10,4150,length_match,"I have friends who did not take those classes who told me I was wasting my money, and yet theyre still at the same job.",1
Money Terms,10,4150,money,"I have friends who did not take those classes who told me I was wasting my money, and yet theyre still at the same job.",2
Short Quote (10–25 words),10,4152,length_match,"When I want a piece of real estate, I look at many properties and generally write an offer.",1
Short Quote (10–25 words),10,4153,length_match,"If you dont know what the right offer is, neither do I.",1
Short Quote (10–25 words),10,4157,length_match,A friend wanted me to show her how to buy apartment houses.,1
Short Quote (10–25 words),10,4158,length_match,"So one Saturday she, her agent, and I went and looked at six apartment houses.",1
Short Quote (10–25 words),10,4160,length_match,"I said to write offers on all six, offering half of what the owners asked for.",1
Short Quote (10–25 words),10,4162,length_match,"They thought it was rude, and would offend the sellers, but I really dont think the agent wanted to work that hard.",1
Short Quote (10–25 words),10,4163,length_match,So they did nothing and went on looking for a better deal.,1
Short Quote (10–25 words),10,4164,length_match,"No offers were ever made, and that person is still looking for the right deal at the right price.",1
Short Quote (10–25 words),10,4165,length_match,"Well, you dont know what the right price is until 168 Rich Dad Poor Dad you have a second party who wants to deal.",1
Rich vs Poor Mindset,10,4165,Rich Dad Poor,"Well, you dont know what the right price is until 168 Rich Dad Poor Dad you have a second party who wants to deal.",4
Short Quote (10–25 words),10,4167,length_match,It is rare that a seller asks a price that is less than something is worth.,1
Short Quote (10–25 words),10,4169,length_match,People who are not investors have no idea what it feels like to try to sell something.,1
Investment Advice,10,4169,invest,People who are not investors have no idea what it feels like to try to sell something.,3
Short Quote (10–25 words),10,4170,length_match,I have had a piece of real estate that I wanted to sell for months.,1
Short Quote (10–25 words),10,4172,length_match,"They could have offered me 10 pigs, and I would have been happy not at the offer, but just because someone was interested.",1
Short Quote (10–25 words),10,4173,length_match,"I would have countered, maybe for a pig farm in exchange.",1
Short Quote (10–25 words),10,4181,length_match,"In real estate, I make an offer with language that details subjectto contingencies, such as the approval of a business partner.",1
Business & Education,10,4181,business,"In real estate, I make an offer with language that details subjectto contingencies, such as the approval of a business partner.",2
Business & Education,10,4182,business,Never specify who the business partner is.,2
Short Quote (10–25 words),10,4183,length_match,Most people dont know that my partner is my cat.,1
Short Quote (10–25 words),10,4184,length_match,"If they accept the offer, and I dont want the deal, I call home and speak to my cat.",1
Short Quote (10–25 words),10,4185,length_match,I make this ridiculous statement to illustrate how absurdly easy and simple the game is.,1
Short Quote (10–25 words),10,4186,length_match,So many people make things too difficult and take it too seriously.,1
Short Quote (10–25 words),10,4187,length_match,"Finding a good deal, the right business, the right people, the right investors, or whatever is just like dating.",1
Investment Advice,10,4187,invest,"Finding a good deal, the right business, the right people, the right investors, or whatever is just like dating.",3
Business & Education,10,4187,business,"Finding a good deal, the right business, the right people, the right investors, or whatever is just like dating.",2
Short Quote (10–25 words),10,4188,length_match,"You must go to the market and talk to a lot of people, make a lot of offers, counteroffers, negotiate, reject, and accept.",1
Short Quote (10–25 words),10,4190,length_match,"Search, offer, reject, negotiate, and accept are all parts of the process of almost everything in life.",1
Short Quote (10–25 words),10,4191,length_match,"Jog, walk, or drive a certain area once a month for 10 minutes.",1
Short Quote (10–25 words),10,4192,length_match,I have found some of my best real estate investments doing this.,1
Investment Advice,10,4192,invest,I have found some of my best real estate investments doing this.,3
Short Quote (10–25 words),10,4193,length_match,I will jog a certain neighborhood for a year and look for change.,1
Short Quote (10–25 words),10,4194,length_match,"For there to be profit in a deal, there must be two elements a bargain and change.",1
Short Quote (10–25 words),10,4195,length_match,"There are lots of bargains, but its change that turns a bargain into a profitable opportunity.",1
Short Quote (10–25 words),10,4196,length_match,"So when I jog, I jog a neighborhood I might like to invest in.",1
Investment Advice,10,4196,invest,"So when I jog, I jog a neighborhood I might like to invest in.",3
Short Quote (10–25 words),10,4197,length_match,It is the repetition that causes me to notice slight differences.,1
Short Quote (10–25 words),10,4198,length_match,169 Chapter Nine Here Are Some To Dos I notice real estate signs that are up for a long time.,1
Short Quote (10–25 words),10,4199,length_match,That means the seller might be more agreeable to deal.,1
Short Quote (10–25 words),10,4203,length_match,Its amazing how much information they acquire about an area.,1
Short Quote (10–25 words),10,4204,length_match,"I find a bad area, especially an area that the news has scared everyone away from.",1
Short Quote (10–25 words),10,4205,length_match,I drive it for sometimes a year waiting for signs of some thing changing for the better.,1
Short Quote (10–25 words),10,4206,length_match,"I talk to retailers, especially new ones, and find out why theyre moving in.",1
Short Quote (10–25 words),10,4207,length_match,"It takes only a few minutes a month, and I do it while doing something else, like exercising, or going to and from the store.",1
Short Quote (10–25 words),10,4210,length_match,"When the supermarket has a sale, say on toilet paper, the consumer runs in and stocks up.",1
Short Quote (10–25 words),10,4211,length_match,"But when the housing or stock market has a sale, most often called a crash or correction, the same consumer often runs away from it.",1
Short Quote (10–25 words),10,4212,length_match,"When the supermarket raises its prices, the consumer shops somewhere else.",1
Short Quote (10–25 words),10,4213,length_match,"But when housing or the stock market raise their prices, the same consumer often rushes in and starts buying.",1
Short Quote (10–25 words),10,4214,length_match,"Always remember Profits are made in the buying, not in the selling.",1
Short Quote (10–25 words),10,4218,length_match,He told me hes waiting for the price to go up.,1
Short Quote (10–25 words),10,4219,length_match,"I told him that profit is made when you buy, not when you sell.",1
Short Quote (10–25 words),10,4220,length_match,He shopped with a real estate broker who owns no property of her own.,1
Short Quote (10–25 words),10,4222,length_match,I paid 500 for a class on how to do this.,1
Short Quote (10–25 words),10,4223,length_match,My neighbor thought that the 500 for a real estate investment class was too expensive.,1
Investment Advice,10,4223,invest,My neighbor thought that the 500 for a real estate investment class was too expensive.,3
Short Quote (10–25 words),10,4224,length_match,"He said he could not afford the money, or the time.",1
Money Terms,10,4224,money,"He said he could not afford the money, or the time.",2
Short Quote (10–25 words),10,4226,length_match,170 Rich Dad Poor Dad  Look for people who want to buy first.,1
Rich vs Poor Mindset,10,4226,Rich Dad Poor,170 Rich Dad Poor Dad  Look for people who want to buy first.,4
Short Quote (10–25 words),10,4228,length_match,A friend was looking for a certain piece of land.,1
Short Quote (10–25 words),10,4229,length_match,He had the money but did not have the time.,1
Money Terms,10,4229,money,He had the money but did not have the time.,2
Short Quote (10–25 words),10,4231,length_match,So I sold the piece to him and then bought the land.,1
Short Quote (10–25 words),10,4233,length_match,"Moral of the story Buy the pie, and cut it in pieces.",1
Short Quote (10–25 words),10,4234,length_match,"Most people look for what they can afford, so they look too small.",1
Short Quote (10–25 words),10,4235,length_match,"They buy only a piece of the pie, so they end up paying more for less.",1
Short Quote (10–25 words),10,4239,length_match,"Retailers love giving volume discounts, simply because most business people love big spenders.",1
Business & Education,10,4239,business,"Retailers love giving volume discounts, simply because most business people love big spenders.",2
Short Quote (10–25 words),10,4240,length_match,"So even if youre small, you can always think big.",1
Short Quote (10–25 words),10,4241,length_match,"When my company was in the market for computers, I called several friends and asked them if they were ready to buy also.",1
Short Quote (10–25 words),10,4242,length_match,We then went to different dealers and negotiated a great deal because we wanted to buy so many.,1
Short Quote (10–25 words),10,4244,length_match,"Small people remain small because they think small, act alone, or dont act all.",1
Advice Command,10,4245,Learn,Learn from history.,3
Short Quote (10–25 words),10,4246,length_match,All the big companies on the stock exchange started out as small companies.,1
Short Quote (10–25 words),10,4247,length_match,Colonel Sanders did not get rich until after he lost everything in his 60s.,1
Short Quote (10–25 words),10,4248,length_match,Bill Gates was one of the richest men in the world before he was thirty.,1
Short Quote (10–25 words),10,4250,length_match,These are just a few of the things I have done and continue to do to recognize opportunities.,1
Short Quote (10–25 words),10,4252,length_match,"As repeated many times throughout the book, you must take action before you can receive the financial rewards.",1
Short Quote (10–25 words),10,4254,length_match,171 FINAL THOUGHTS I would like to share some final thoughts with you.,1
Short Quote (10–25 words),10,4256,length_match,"Without financial training, we all too often use the standard formulas to get through life Work hard, save, borrow, and pay excessive taxes.",1
Short Quote (10–25 words),10,4258,length_match,I use the following story as an example of a financial problem that confronts many young families today.,1
Short Quote (10–25 words),10,4259,length_match,How do you afford a good education for your children and provide for your own retirement?,1
Business & Education,10,4259,education,How do you afford a good education for your children and provide for your own retirement?,2
Short Quote (10–25 words),10,4261,length_match,A friend of mine was griping one day about how hard it was to save money for his four childrens college educations.,1
Money Terms,10,4261,money,A friend of mine was griping one day about how hard it was to save money for his four childrens college educations.,2
Business & Education,10,4261,education,A friend of mine was griping one day about how hard it was to save money for his four childrens college educations.,2
Short Quote (10–25 words),10,4262,length_match,"He was putting 300 away in a college fund each month and had so far accumulated only about 12,000.",1
Short Quote (10–25 words),10,4263,length_match,He had about 12 more years to save for college since his oldest child was then six years old.,1
